content_id,platform,content_date,topic,title,caption,content_type,format,hook_type,video_length,posting_time,views,likes,comments,shares,saves,followers_before,followers_after,retention_rate,hashtag_count,hashtags,cta_type,caption_style,audience_segment
CONTENT_1317ECF3,TikTok,2026-05-24 23:41:46,Loneliness,The truth about loneliness,Let's talk about loneliness. #growth #mentalhealth,Organic,Single Image,Visual Hook,0.0,Morning (8-11 AM),46976,4193,624,1700,2245,27884,28693,0.24,3,#Loneliness #struggle,Comment your thoughts,Emotion + Personal Story,Gen Z
CONTENT_3C70F1AA,TikTok,2026-07-13 23:41:46,Dating,The truth about dating,Let's talk about dating. #growth #mentalhealth,Organic,Long Video,Story Hook,453.1,Night (9 PM-12 AM),4158,208,65,164,64,14045,14070,0.27,3,#Dating #struggle,None,Educational / Tips,Millennials
CONTENT_C04CD154,Instagram,2026-08-31 23:41:46,Self Confidence,The truth about self confidence,Let's talk about self confidence. #growth #mentalhealth,Organic,Long Video,Text Hook,221.7,Morning (8-11 AM),4163,277,36,72,157,44370,44411,0.22,1,#SelfConfidence #struggle,Comment your thoughts,Short & Punchy,Professionals
CONTENT_C0DE7F32,YouTube,2026-07-15 23:41:46,Self Confidence,The truth about self confidence,Let's talk about self confidence. #growth #mentalhealth,Organic,Carousel,Visual Hook,0.0,Morning (8-11 AM),186,21,2,6,4,28964,28965,0.55,1,#SelfConfidence #struggle,Link in bio,Long-form vulnerable,General
CONTENT_512BCD3B,Instagram,2026-04-04 23:41:46,Overthinking,The truth about overthinking,Let's talk about overthinking. #growth #mentalhealth,Organic,Long Video,Text Hook,576.7,Morning (8-11 AM),9772,1085,174,473,500,37468,37593,0.41,6,#Overthinking #struggle,Comment your thoughts,Question to Audience,Gen Z
CONTENT_5B4A5E61,YouTube,2026-08-30 23:41:46,Loneliness,The truth about loneliness,Let's talk about loneliness. #growth #mentalhealth,Organic,Carousel,Visual Hook,0.0,Afternoon (12-4 PM),13467,1739,158,1109,504,5994,6148,0.33,9,#Loneliness #struggle,Comment your thoughts,Educational / Tips,Professionals
CONTENT_11DC4B8E,YouTube,2026-07-10 23:41:46,Career Pressure,The truth about career pressure,Let's talk about career pressure. #growth #mentalhealth,Organic,Short Video,Question Hook,39.4,Evening (5-8 PM),66019,3740,972,1523,1726,25565,26133,0.69,3,#CareerPressure #struggle,Link in bio,Short & Punchy,Professionals
CONTENT_F91ABB2D,YouTube,2026-07-11 23:41:46,Academic Stress,The truth about academic stress,Let's talk about academic stress. #growth #mentalhealth,Organic,Short Video,Audio Hook,31.6,Evening (5-8 PM),147989,17888,758,6176,6256,49008,50148,0.56,8,#AcademicStress #struggle,Comment your thoughts,Emotion + Personal Story,Students
CONTENT_DB3C10B8,TikTok,2026-03-18 23:41:46,Overthinking,The truth about overthinking,Let's talk about overthinking. #growth #mentalhealth,Organic,Long Video,Story Hook,480.8,Night (9 PM-12 AM),7633,777,54,170,493,36386,36460,0.52,6,#Overthinking #struggle,Link in bio,Long-form vulnerable,Millennials
CONTENT_2BAADECC,Instagram,2026-04-18 23:41:46,Productivity,The truth about productivity,Let's talk about productivity. #growth #mentalhealth,Organic,Carousel,Audio Hook,0.0,Morning (8-11 AM),26270,2974,193,560,1415,17999,18269,0.33,2,#Productivity #struggle,Save for later,Question to Audience,Millennials
CONTENT_C916CB7A,Instagram,2026-05-09 23:41:46,Loneliness,The truth about loneliness,Let's talk about loneliness. #growth #mentalhealth,Organic,Short Video,Visual Hook,46.3,Afternoon (12-4 PM),30211,3993,449,1298,1899,38102,38739,0.55,5,#Loneliness #struggle,Share this,Educational / Tips,General
CONTENT_F4FCC8F1,TikTok,2026-08-21 23:41:46,Self Confidence,The truth about self confidence,Let's talk about self confidence. #growth #mentalhealth,Organic,Carousel,Text Hook,0.0,Evening (5-8 PM),20354,3019,341,717,581,16899,17068,0.28,6,#SelfConfidence #struggle,Save for later,Long-form vulnerable,General
CONTENT_ECC7FDAF,YouTube,2026-05-25 23:41:46,Relationships,The truth about relationships,Let's talk about relationships. #growth #mentalhealth,Organic,Carousel,Question Hook,0.0,Night (9 PM-12 AM),17900,2297,204,796,303,25476,25675,0.44,2,#Relationships #struggle,None,Educational / Tips,Professionals
CONTENT_93E7F519,TikTok,2026-08-14 23:41:46,Overthinking,The truth about overthinking,Let's talk about overthinking. #growth #mentalhealth,Organic,Carousel,Audio Hook,0.0,Night (9 PM-12 AM),30006,2898,407,995,2597,11698,12207,0.1,5,#Overthinking #struggle,Link in bio,Short & Punchy,Millennials
CONTENT_855EE2A3,Instagram,2026-05-22 23:41:46,Overthinking,The truth about overthinking,Let's talk about overthinking. #growth #mentalhealth,Organic,Short Video,Audio Hook,40.4,Afternoon (12-4 PM),75402,10288,1040,994,4380,9210,10055,0.55,9,#Overthinking #struggle,Share this,Question to Audience,Professionals
CONTENT_C518D10B,TikTok,2026-08-02 23:41:46,Relationships,The truth about relationships,Let's talk about relationships. #growth #mentalhealth,Organic,Short Video,Text Hook,42.8,Evening (5-8 PM),4884,485,87,176,220,15026,15128,0.48,7,#Relationships #struggle,Save for later,Educational / Tips,Professionals
CONTENT_AC707138,YouTube,2026-06-10 23:41:46,Dating,The truth about dating,Let's talk about dating. #growth #mentalhealth,Organic,Long Video,Visual Hook,454.6,Evening (5-8 PM),217337,16849,1595,4624,2391,10941,12434,0.46,2,#Dating #struggle,Follow for more,Question to Audience,Millennials
CONTENT_22E74F2C,TikTok,2026-08-24 23:41:46,Overthinking,The truth about overthinking,Let's talk about overthinking. #growth #mentalhealth,Organic,Long Video,Audio Hook,522.3,Evening (5-8 PM),2234,146,30,145,19,43570,43605,0.26,6,#Overthinking #struggle,None,Question to Audience,General
CONTENT_DF01123F,TikTok,2026-05-21 23:41:46,Academic Stress,The truth about academic stress,Let's talk about academic stress. #growth #mentalhealth,Organic,Short Video,Question Hook,26.1,Night (9 PM-12 AM),1040574,114127,13031,46220,11067,41150,50197,0.58,3,#AcademicStress #struggle,Comment your thoughts,Question to Audience,General
CONTENT_BBB14240,YouTube,2026-06-15 23:41:46,Relationships,The truth about relationships,Let's talk about relationships. #growth #mentalhealth,Organic,Long Video,Visual Hook,571.6,Night (9 PM-12 AM),3995,373,43,256,187,23418,23502,0.34,7,#Relationships #struggle,Share this,Question to Audience,Millennials
CONTENT_C9E276A9,YouTube,2026-06-10 23:41:46,Dating,The truth about dating,Let's talk about dating. #growth #mentalhealth,Organic,Short Video,Text Hook,22.5,Night (9 PM-12 AM),17264,2543,282,252,692,25685,25866,0.36,8,#Dating #struggle,Follow for more,Question to Audience,Millennials
CONTENT_77F90738,YouTube,2026-03-19 23:41:46,Career Pressure,The truth about career pressure,Let's talk about career pressure. #growth #mentalhealth,Organic,Short Video,Story Hook,17.8,Morning (8-11 AM),30859,2600,554,763,488,35779,36047,0.46,8,#CareerPressure #struggle,None,Short & Punchy,Students
CONTENT_97BF1E85,Instagram,2026-08-24 23:41:46,Career Pressure,The truth about career pressure,Let's talk about career pressure. #growth #mentalhealth,Organic,Short Video,Visual Hook,35.7,Morning (8-11 AM),5477,724,32,128,300,34455,34531,0.52,7,#CareerPressure #struggle,Save for later,Long-form vulnerable,Gen Z
CONTENT_7B78CEA8,TikTok,2026-04-17 23:41:46,Overthinking,The truth about overthinking,Let's talk about overthinking. #growth #mentalhealth,Organic,Single Image,Text Hook,0.0,Evening (5-8 PM),267,28,4,9,20,24569,24572,0.36,9,#Overthinking #struggle,Follow for more,Long-form vulnerable,General
CONTENT_6BB7AC28,YouTube,2026-05-01 23:41:46,Financial Stress,The truth about financial stress,Let's talk about financial stress. #growth #mentalhealth,Organic,Short Video,Audio Hook,41.1,Morning (8-11 AM),207535,23757,1753,11623,3048,4262,7351,0.5,3,#FinancialStress #struggle,Share this,Question to Audience,Professionals
CONTENT_0E7595E7,YouTube,2026-05-17 23:41:46,Dating,The truth about dating,Let's talk about dating. #growth #mentalhealth,Organic,Carousel,Story Hook,0.0,Afternoon (12-4 PM),10759,940,182,482,188,10018,10189,0.26,4,#Dating #struggle,Comment your thoughts,Emotion + Personal Story,Gen Z
CONTENT_03516EA1,TikTok,2026-07-16 23:41:46,Career Pressure,The truth about career pressure,Let's talk about career pressure. #growth #mentalhealth,Organic,Long Video,Question Hook,402.7,Evening (5-8 PM),12637,1419,176,601,477,43933,44083,0.4,1,#CareerPressure #struggle,Share this,Educational / Tips,Millennials
CONTENT_856173EC,YouTube,2026-06-11 23:41:46,Productivity,The truth about productivity,Let's talk about productivity. #growth #mentalhealth,Organic,Single Image,Audio Hook,0.0,Afternoon (12-4 PM),15435,1964,239,590,605,1870,2171,0.1,5,#Productivity #struggle,Save for later,Long-form vulnerable,Gen Z
CONTENT_95FEE7C7,YouTube,2026-05-23 23:41:46,Loneliness,The truth about loneliness,Let's talk about loneliness. #growth #mentalhealth,Organic,Long Video,Visual Hook,364.7,Night (9 PM-12 AM),90432,4975,499,11610,7567,20456,24983,0.4,9,#Loneliness #struggle,Share this,Question to Audience,Gen Z
CONTENT_86383053,YouTube,2026-08-07 23:41:46,Overthinking,The truth about overthinking,Let's talk about overthinking. #growth #mentalhealth,Organic,Single Image,Audio Hook,0.0,Afternoon (12-4 PM),45573,2531,616,1548,2318,10940,11649,0.18,6,#Overthinking #struggle,Share this,Educational / Tips,General
CONTENT_32ECAE41,YouTube,2026-04-06 23:41:46,Overthinking,The truth about overthinking,Let's talk about overthinking. #growth #mentalhealth,Organic,Short Video,Visual Hook,25.5,Morning (8-11 AM),195661,10372,3800,12607,10659,10221,15200,0.54,6,#Overthinking #struggle,Comment your thoughts,Long-form vulnerable,Professionals
CONTENT_027A1B90,Instagram,2026-04-06 23:41:46,Loneliness,The truth about loneliness,Let's talk about loneliness. #growth #mentalhealth,Organic,Short Video,Visual Hook,30.3,Evening (5-8 PM),349462,29595,4030,11379,11107,25423,28803,0.62,2,#Loneliness #struggle,Comment your thoughts,Emotion + Personal Story,Students
CONTENT_334CA5FE,YouTube,2026-07-05 23:41:46,Dating,The truth about dating,Let's talk about dating. #growth #mentalhealth,Organic,Short Video,Question Hook,17.8,Afternoon (12-4 PM),5096,337,70,117,233,6698,6742,0.34,9,#Dating #struggle,None,Educational / Tips,Students
CONTENT_9595178C,TikTok,2026-08-14 23:41:46,Overthinking,The truth about overthinking,Let's talk about overthinking. #growth #mentalhealth,Organic,Long Video,Audio Hook,512.4,Night (9 PM-12 AM),2342,324,43,76,146,43229,43255,0.26,5,#Overthinking #struggle,Follow for more,Emotion + Personal Story,Students
CONTENT_EA6AD81A,TikTok,2026-06-24 23:41:46,Overthinking,The truth about overthinking,Let's talk about overthinking. #growth #mentalhealth,Organic,Short Video,Story Hook,20.3,Morning (8-11 AM),260718,37801,1839,16675,13889,17260,22043,0.67,7,#Overthinking #struggle,None,Question to Audience,Professionals
CONTENT_9C26B84E,Instagram,2026-06-19 23:41:46,Productivity,The truth about productivity,Let's talk about productivity. #growth #mentalhealth,Organic,Carousel,Audio Hook,0.0,Night (9 PM-12 AM),676,89,11,3,3,48159,48159,0.1,5,#Productivity #struggle,Link in bio,Emotion + Personal Story,Professionals
CONTENT_3840D61B,YouTube,2026-07-09 23:41:46,Loneliness,The truth about loneliness,Let's talk about loneliness. #growth #mentalhealth,Organic,Carousel,Question Hook,0.0,Evening (5-8 PM),2878,297,18,228,292,30631,30761,0.36,9,#Loneliness #struggle,Save for later,Educational / Tips,General
CONTENT_B1B117A8,YouTube,2026-03-17 23:41:46,Dating,The truth about dating,Let's talk about dating. #growth #mentalhealth,Organic,Short Video,Question Hook,46.1,Morning (8-11 AM),1076,81,14,48,40,37885,37900,0.55,1,#Dating #struggle,None,Emotion + Personal Story,Millennials
CONTENT_B49044F9,YouTube,2026-08-19 23:41:46,Dating,The truth about dating,Let's talk about dating. #growth #mentalhealth,Organic,Carousel,Story Hook,0.0,Afternoon (12-4 PM),6846,467,48,262,269,3462,3538,0.43,5,#Dating #struggle,None,Educational / Tips,Gen Z
CONTENT_6B18D9C8,Instagram,2026-08-19 23:41:46,Academic Stress,The truth about academic stress,Let's talk about academic stress. #growth #mentalhealth,Organic,Long Video,Story Hook,315.7,Afternoon (12-4 PM),15358,1631,241,183,195,8566,8649,0.59,3,#AcademicStress #struggle,Link in bio,Short & Punchy,Students
CONTENT_C31236E2,TikTok,2026-08-21 23:41:46,Loneliness,The truth about loneliness,Let's talk about loneliness. #growth #mentalhealth,Organic,Short Video,Question Hook,29.4,Night (9 PM-12 AM),3619,506,70,133,138,48929,48979,0.48,4,#Loneliness #struggle,Comment your thoughts,Short & Punchy,Students
CONTENT_4C67CD0C,Instagram,2026-07-12 23:41:46,Productivity,The truth about productivity,Let's talk about productivity. #growth #mentalhealth,Organic,Short Video,Text Hook,38.3,Night (9 PM-12 AM),4677,686,41,196,16,36186,36224,0.43,3,#Productivity #struggle,Link in bio,Educational / Tips,Millennials
CONTENT_E4072BFF,YouTube,2026-08-07 23:41:46,Social Anxiety,The truth about social anxiety,Let's talk about social anxiety. #growth #mentalhealth,Organic,Carousel,Question Hook,0.0,Afternoon (12-4 PM),18532,1197,324,1749,420,40531,40900,0.43,2,#SocialAnxiety #struggle,None,Educational / Tips,Gen Z
CONTENT_5A093F49,Instagram,2026-03-20 23:41:46,Career Pressure,The truth about career pressure,Let's talk about career pressure. #growth #mentalhealth,Organic,Long Video,Audio Hook,250.6,Evening (5-8 PM),5625,475,84,127,42,19581,19624,0.39,3,#CareerPressure #struggle,None,Emotion + Personal Story,Students
CONTENT_CD016F60,TikTok,2026-06-29 23:41:46,Dating,The truth about dating,Let's talk about dating. #growth #mentalhealth,Organic,Short Video,Text Hook,28.7,Morning (8-11 AM),19766,1118,361,317,549,13317,13512,0.38,9,#Dating #struggle,Link in bio,Educational / Tips,Millennials
CONTENT_33D72D20,Instagram,2026-05-24 23:41:46,Social Anxiety,The truth about social anxiety,Let's talk about social anxiety. #growth #mentalhealth,Organic,Short Video,Visual Hook,44.8,Morning (8-11 AM),3465,181,60,110,87,3941,3991,0.49,2,#SocialAnxiety #struggle,Link in bio,Short & Punchy,Professionals
CONTENT_05C5A1E0,TikTok,2026-05-07 23:41:46,Academic Stress,The truth about academic stress,Let's talk about academic stress. #growth #mentalhealth,Organic,Short Video,Audio Hook,47.9,Morning (8-11 AM),17656,2262,171,526,542,6877,7084,0.68,8,#AcademicStress #struggle,Save for later,Question to Audience,Students
CONTENT_2FA704FF,TikTok,2026-07-30 23:41:46,Academic Stress,The truth about academic stress,Let's talk about academic stress. #growth #mentalhealth,Organic,Short Video,Story Hook,25.2,Morning (8-11 AM),10706,1467,66,405,37,35172,35258,0.53,4,#AcademicStress #struggle,None,Short & Punchy,General
CONTENT_0C9B1569,Instagram,2026-04-08 23:41:46,Loneliness,The truth about loneliness,Let's talk about loneliness. #growth #mentalhealth,Organic,Carousel,Audio Hook,0.0,Evening (5-8 PM),3166,205,28,132,40,40876,40919,0.16,3,#Loneliness #struggle,Follow for more,Educational / Tips,General
CONTENT_4DFB3FD1,Instagram,2026-05-30 23:41:46,Dating,The truth about dating,Let's talk about dating. #growth #mentalhealth,Organic,Single Image,Question Hook,0.0,Afternoon (12-4 PM),1216,74,17,41,50,18695,18716,0.15,4,#Dating #struggle,Follow for more,Short & Punchy,General
CONTENT_8C89F022,TikTok,2026-08-15 23:41:46,Social Anxiety,The truth about social anxiety,Let's talk about social anxiety. #growth #mentalhealth,Organic,Short Video,Question Hook,16.4,Afternoon (12-4 PM),3063,307,20,244,275,11680,11772,0.48,5,#SocialAnxiety #struggle,Save for later,Educational / Tips,Professionals
CONTENT_276DDB81,Instagram,2026-06-09 23:41:46,Academic Stress,The truth about academic stress,Let's talk about academic stress. #growth #mentalhealth,Organic,Short Video,Question Hook,40.4,Night (9 PM-12 AM),6025,716,104,236,10,25881,25920,0.67,5,#AcademicStress #struggle,Link in bio,Educational / Tips,Millennials
CONTENT_E5C1B4A0,YouTube,2026-07-17 23:41:46,Self Confidence,The truth about self confidence,Let's talk about self confidence. #growth #mentalhealth,Organic,Long Video,Audio Hook,258.2,Afternoon (12-4 PM),12491,1828,87,426,376,4009,4190,0.14,4,#SelfConfidence #struggle,Comment your thoughts,Question to Audience,Gen Z
CONTENT_6EEF165B,YouTube,2026-08-16 23:41:46,Social Anxiety,The truth about social anxiety,Let's talk about social anxiety. #growth #mentalhealth,Organic,Short Video,Text Hook,29.6,Night (9 PM-12 AM),101302,11654,829,12953,584,23056,27125,0.4,9,#SocialAnxiety #struggle,Share this,Educational / Tips,Students
CONTENT_101895F7,YouTube,2026-05-05 23:41:46,Career Pressure,The truth about career pressure,Let's talk about career pressure. #growth #mentalhealth,Organic,Short Video,Visual Hook,18.7,Afternoon (12-4 PM),90347,4768,1307,4603,3296,14210,15865,0.5,2,#CareerPressure #struggle,Share this,Long-form vulnerable,Students
CONTENT_CDCF435E,Instagram,2026-06-13 23:41:46,Loneliness,The truth about loneliness,Let's talk about loneliness. #growth #mentalhealth,Organic,Short Video,Story Hook,39.6,Afternoon (12-4 PM),33342,4506,662,1783,2112,47435,48196,0.46,4,#Loneliness #struggle,None,Question to Audience,Millennials
CONTENT_A088E115,TikTok,2026-05-09 23:41:46,Loneliness,The truth about loneliness,Let's talk about loneliness. #growth #mentalhealth,Organic,Short Video,Story Hook,18.7,Evening (5-8 PM),30239,2497,209,2220,917,8148,8956,0.77,1,#Loneliness #struggle,None,Emotion + Personal Story,Students
CONTENT_799570D0,Instagram,2026-04-13 23:41:46,Self Confidence,The truth about self confidence,Let's talk about self confidence. #growth #mentalhealth,Organic,Short Video,Question Hook,47.8,Evening (5-8 PM),5978,724,61,49,32,1935,1957,0.3,9,#SelfConfidence #struggle,Comment your thoughts,Long-form vulnerable,Gen Z
CONTENT_9ECCBDF0,TikTok,2026-03-25 23:41:46,Academic Stress,The truth about academic stress,Let's talk about academic stress. #growth #mentalhealth,Organic,Long Video,Story Hook,228.3,Night (9 PM-12 AM),11781,1154,83,490,575,5042,5236,0.36,4,#AcademicStress #struggle,Comment your thoughts,Short & Punchy,Gen Z
CONTENT_EDC368FE,TikTok,2026-08-23 23:41:46,Career Pressure,The truth about career pressure,Let's talk about career pressure. #growth #mentalhealth,Organic,Short Video,Visual Hook,37.0,Morning (8-11 AM),18991,1642,305,557,664,19028,19197,0.68,6,#CareerPressure #struggle,Link in bio,Short & Punchy,Professionals
CONTENT_2C846722,TikTok,2026-04-04 23:41:46,Self Confidence,The truth about self confidence,Let's talk about self confidence. #growth #mentalhealth,Organic,Short Video,Question Hook,27.8,Morning (8-11 AM),51438,5746,912,621,1440,18241,18462,0.48,9,#SelfConfidence #struggle,Comment your thoughts,Question to Audience,Professionals
CONTENT_79CBBB05,TikTok,2026-05-20 23:41:46,Overthinking,The truth about overthinking,Let's talk about overthinking. #growth #mentalhealth,Organic,Single Image,Audio Hook,0.0,Afternoon (12-4 PM),21498,1659,236,691,1202,6696,7176,0.31,4,#Overthinking #struggle,Follow for more,Short & Punchy,General
CONTENT_5760321F,TikTok,2026-07-05 23:41:46,Financial Stress,The truth about financial stress,Let's talk about financial stress. #growth #mentalhealth,Organic,Carousel,Question Hook,0.0,Evening (5-8 PM),6189,637,98,452,258,37405,37514,0.48,1,#FinancialStress #struggle,Share this,Educational / Tips,Professionals
CONTENT_363E221C,Instagram,2026-08-14 23:41:46,Academic Stress,The truth about academic stress,Let's talk about academic stress. #growth #mentalhealth,Organic,Long Video,Story Hook,272.6,Evening (5-8 PM),502,48,3,4,16,34040,34042,0.53,8,#AcademicStress #struggle,None,Emotion + Personal Story,Professionals
CONTENT_062459AF,Instagram,2026-07-22 23:41:46,Social Anxiety,The truth about social anxiety,Let's talk about social anxiety. #growth #mentalhealth,Organic,Long Video,Story Hook,339.6,Night (9 PM-12 AM),48048,4590,539,733,924,30001,30296,0.36,2,#SocialAnxiety #struggle,None,Short & Punchy,Students
CONTENT_E684601C,TikTok,2026-07-10 23:41:46,Career Pressure,The truth about career pressure,Let's talk about career pressure. #growth #mentalhealth,Organic,Short Video,Question Hook,16.7,Afternoon (12-4 PM),100040,5421,1045,2928,1793,13242,13952,0.39,9,#CareerPressure #struggle,Link in bio,Educational / Tips,Students
CONTENT_76D3FC0A,YouTube,2026-03-21 23:41:46,Career Pressure,The truth about career pressure,Let's talk about career pressure. #growth #mentalhealth,Organic,Short Video,Audio Hook,31.7,Evening (5-8 PM),41145,4211,402,2567,202,8370,9101,0.55,4,#CareerPressure #struggle,Share this,Educational / Tips,Millennials
CONTENT_0CEB8E2B,YouTube,2026-03-21 23:41:46,Career Pressure,The truth about career pressure,Let's talk about career pressure. #growth #mentalhealth,Organic,Single Image,Visual Hook,0.0,Evening (5-8 PM),22508,2037,286,1054,763,3080,3294,0.22,7,#CareerPressure #struggle,None,Emotion + Personal Story,General
CONTENT_2B042D9A,TikTok,2026-08-17 23:41:46,Social Anxiety,The truth about social anxiety,Let's talk about social anxiety. #growth #mentalhealth,Organic,Short Video,Audio Hook,30.8,Afternoon (12-4 PM),4662,244,31,283,569,27347,27527,0.54,4,#SocialAnxiety #struggle,Save for later,Short & Punchy,Millennials
CONTENT_B1DDC919,YouTube,2026-08-29 23:41:46,Career Pressure,The truth about career pressure,Let's talk about career pressure. #growth #mentalhealth,Organic,Long Video,Text Hook,569.0,Night (9 PM-12 AM),168,12,3,3,0,13720,13720,0.11,5,#CareerPressure #struggle,Follow for more,Long-form vulnerable,Millennials
CONTENT_C6EA523B,TikTok,2026-07-27 23:41:46,Career Pressure,The truth about career pressure,Let's talk about career pressure. #growth #mentalhealth,Organic,Carousel,Audio Hook,0.0,Evening (5-8 PM),841,94,4,8,9,16310,16313,0.25,6,#CareerPressure #struggle,Comment your thoughts,Long-form vulnerable,General
CONTENT_2031CA78,Instagram,2026-06-30 23:41:46,Loneliness,The truth about loneliness,Let's talk about loneliness. #growth #mentalhealth,Organic,Short Video,Text Hook,36.3,Night (9 PM-12 AM),76966,5401,682,521,803,20880,21270,0.7,1,#Loneliness #struggle,Link in bio,Educational / Tips,Professionals
CONTENT_A1F49AF0,Instagram,2026-08-27 23:41:46,Loneliness,The truth about loneliness,Let's talk about loneliness. #growth #mentalhealth,Organic,Short Video,Visual Hook,57.2,Morning (8-11 AM),1174361,152254,19202,30642,39209,15506,30916,0.79,2,#Loneliness #struggle,None,Long-form vulnerable,Professionals
CONTENT_98EEBA26,YouTube,2026-07-23 23:41:46,Loneliness,The truth about loneliness,Let's talk about loneliness. #growth #mentalhealth,Organic,Short Video,Question Hook,45.2,Evening (5-8 PM),2971,271,15,18,264,3031,3096,0.5,8,#Loneliness #struggle,Share this,Long-form vulnerable,General
CONTENT_226F68DC,TikTok,2026-08-03 23:41:46,Dating,The truth about dating,Let's talk about dating. #growth #mentalhealth,Organic,Short Video,Text Hook,24.4,Evening (5-8 PM),149883,9178,1495,684,2210,35552,36181,0.54,7,#Dating #struggle,Follow for more,Long-form vulnerable,Millennials
CONTENT_931AE0C2,TikTok,2026-08-03 23:41:46,Relationships,The truth about relationships,Let's talk about relationships. #growth #mentalhealth,Organic,Carousel,Question Hook,0.0,Night (9 PM-12 AM),819,55,13,33,17,43939,43949,0.49,4,#Relationships #struggle,Save for later,Long-form vulnerable,Gen Z
CONTENT_F27BB120,TikTok,2026-05-20 23:41:46,Financial Stress,The truth about financial stress,Let's talk about financial stress. #growth #mentalhealth,Organic,Carousel,Audio Hook,0.0,Night (9 PM-12 AM),630,56,8,2,20,21923,21928,0.32,7,#FinancialStress #struggle,None,Long-form vulnerable,Millennials
CONTENT_2461C5F3,TikTok,2026-08-07 23:41:46,Productivity,The truth about productivity,Let's talk about productivity. #growth #mentalhealth,Organic,Single Image,Visual Hook,0.0,Afternoon (12-4 PM),75694,6951,784,1373,979,19324,19762,0.39,2,#Productivity #struggle,Comment your thoughts,Short & Punchy,Professionals
CONTENT_2475C655,Instagram,2026-08-04 23:41:46,Academic Stress,The truth about academic stress,Let's talk about academic stress. #growth #mentalhealth,Organic,Carousel,Question Hook,0.0,Evening (5-8 PM),1403,167,18,51,43,14900,14915,0.2,6,#AcademicStress #struggle,Link in bio,Long-form vulnerable,Students
CONTENT_64BCB11B,Instagram,2026-07-03 23:41:46,Loneliness,The truth about loneliness,Let's talk about loneliness. #growth #mentalhealth,Organic,Long Video,Visual Hook,123.1,Afternoon (12-4 PM),737,38,10,14,31,29311,29315,0.49,8,#Loneliness #struggle,Comment your thoughts,Long-form vulnerable,Professionals
CONTENT_7D57654E,YouTube,2026-07-16 23:41:46,Relationships,The truth about relationships,Let's talk about relationships. #growth #mentalhealth,Organic,Short Video,Story Hook,53.8,Morning (8-11 AM),12043,1674,168,489,372,8349,8576,0.63,3,#Relationships #struggle,Comment your thoughts,Emotion + Personal Story,Millennials
CONTENT_F1E3DF29,Instagram,2026-03-27 23:41:46,Dating,The truth about dating,Let's talk about dating. #growth #mentalhealth,Organic,Carousel,Text Hook,0.0,Afternoon (12-4 PM),165667,9399,2894,878,1560,48645,49210,0.34,9,#Dating #struggle,Comment your thoughts,Question to Audience,Gen Z
CONTENT_8C038B12,Instagram,2026-05-22 23:41:46,Career Pressure,The truth about career pressure,Let's talk about career pressure. #growth #mentalhealth,Organic,Short Video,Visual Hook,30.0,Night (9 PM-12 AM),1620,195,24,71,99,40683,40727,0.62,9,#CareerPressure #struggle,Save for later,Short & Punchy,Gen Z
CONTENT_1384FE30,TikTok,2026-06-02 23:41:46,Social Anxiety,The truth about social anxiety,Let's talk about social anxiety. #growth #mentalhealth,Organic,Short Video,Story Hook,16.1,Morning (8-11 AM),10518,1484,58,722,1324,43598,44112,0.54,3,#SocialAnxiety #struggle,Save for later,Long-form vulnerable,Gen Z
CONTENT_02394EF1,TikTok,2026-05-17 23:41:46,Dating,The truth about dating,Let's talk about dating. #growth #mentalhealth,Organic,Short Video,Visual Hook,45.2,Morning (8-11 AM),1636,175,13,31,13,33330,33340,0.69,6,#Dating #struggle,None,Short & Punchy,Students
CONTENT_A31141F3,YouTube,2026-05-20 23:41:46,Career Pressure,The truth about career pressure,Let's talk about career pressure. #growth #mentalhealth,Organic,Short Video,Visual Hook,50.8,Night (9 PM-12 AM),67705,7838,990,1193,274,22493,22682,0.46,4,#CareerPressure #struggle,None,Short & Punchy,Millennials
CONTENT_1C21C0DE,TikTok,2026-07-14 23:41:46,Loneliness,The truth about loneliness,Let's talk about loneliness. #growth #mentalhealth,Organic,Single Image,Audio Hook,0.0,Afternoon (12-4 PM),3982,257,61,274,123,16511,16565,0.41,2,#Loneliness #struggle,None,Question to Audience,Professionals
CONTENT_D5704D3A,YouTube,2026-05-04 23:41:46,Dating,The truth about dating,Let's talk about dating. #growth #mentalhealth,Organic,Short Video,Audio Hook,18.8,Afternoon (12-4 PM),2039,279,19,87,15,37736,37759,0.68,4,#Dating #struggle,None,Short & Punchy,Professionals
CONTENT_746C34A8,Instagram,2026-07-14 23:41:46,Self Confidence,The truth about self confidence,Let's talk about self confidence. #growth #mentalhealth,Organic,Short Video,Audio Hook,36.4,Morning (8-11 AM),32735,2891,246,1118,1052,6603,7036,0.64,3,#SelfConfidence #struggle,Comment your thoughts,Long-form vulnerable,Professionals
CONTENT_49B00849,YouTube,2026-03-24 23:41:46,Overthinking,The truth about overthinking,Let's talk about overthinking. #growth #mentalhealth,Organic,Short Video,Question Hook,45.2,Afternoon (12-4 PM),3640,446,24,116,166,36918,36991,0.65,4,#Overthinking #struggle,Save for later,Short & Punchy,General
CONTENT_0DAFF404,YouTube,2026-05-30 23:41:46,Career Pressure,The truth about career pressure,Let's talk about career pressure. #growth #mentalhealth,Organic,Carousel,Story Hook,0.0,Night (9 PM-12 AM),80216,11322,667,1531,2226,26464,26926,0.6,7,#CareerPressure #struggle,Save for later,Long-form vulnerable,General
